"plot","fam","sp","indiv","life.zone","sla","wd"
"plot.162","melastomataceae","miconia_indet.2368",2,"Tropical lower montane wet forest",29.9646200831324,0.490664970839611
"plot.162","asteraceae","senecio_indet.3235",5,"Tropical lower montane wet forest",36.9564330406638,1.63711572531877
"plot.162","fabaceae","acacia_articulata",1,"Tropical lower montane wet forest",24.9132360364205,0.910203583171211
"plot.162","lauraceae","ocotea_atirrensis",1,"Tropical lower montane wet forest",62.0493318883583,0.562987190813322
"plot.162","fabaceae","lonchocarpus_minimiflorus",1,"Tropical lower montane wet forest",26.418314241112,0.494547209931007
"plot.162","ericaceae","vaccinium_consanguineum",12,"Tropical lower montane wet forest",31.0167851358778,0.761885754285936
"plot.162","urticaceae","pourouma_indet.5448",4,"Tropical lower montane wet forest",50.6337355050343,0.937320821423151
"plot.162","sapindaceae","allophylus_cominia",1,"Tropical lower montane wet forest",10.0578717610191,NA
"plot.162","loganiaceae","strychnos_colombiensis",2,"Tropical lower montane wet forest",28.3348441555702,1.201758797414
"plot.162","moraceae","ficus_trigona",1,"Tropical lower montane wet forest",14.1611520681626,0.568515648463181
"plot.162","araliaceae","oreopanax_nicaraguensis",5,"Tropical lower montane wet forest",21.3445776265279,0.805117075572974
"plot.162","gesneriaceae","besleria_solanoides",6,"Tropical lower montane wet forest",24.7499903538871,0.607411195440475
"plot.162","melastomataceae","miconia_costaricensis",6,"Tropical lower montane wet forest",34.1719760064995,0.584865671884949
"plot.162","primulaceae","cybianthus_schlimii",1,"Tropical lower montane wet forest",30.6062082845769,0.894482825935873
"plot.162","monimiaceae","mollinedia_indet.2957",1,"Tropical lower montane wet forest",NA,0.479158757841428
"plot.162","malpighiaceae","bunchosia_cornifolia",2,"Tropical lower montane wet forest",46.4308054578584,0.545699677346602
"plot.162","moraceae","pseudolmedia_laevis",1,"Tropical lower montane wet forest",NA,0.370571291752613
"plot.162","lauraceae","ocotea_discolor",3,"Tropical lower montane wet forest",15.9952732872274,0.441064125288464
"plot.162","nyctaginaceae","neea_chlorantha",3,"Tropical lower montane wet forest",14.4968181112186,0.47511162535925
"plot.162","fabaceae","inga_indet.605",4,"Tropical lower montane wet forest",9.76662128144432,0.511472212256056
"plot.162","primulaceae","ardisia_palmana",2,"Tropical lower montane wet forest",33.3114734127137,0.977041135995142
"plot.162","cannabaceae","celtis_indet.2704",1,"Tropical lower montane wet forest",41.2082371198744,1.1375210115925
"plot.162","phytolaccaceae","seguieria_parvifolia",1,"Tropical lower montane wet forest",35.8747800767468,1.61256726455808
"plot.162","malvaceae","quararibea_grandifolia",19,"Tropical lower montane wet forest",49.3675530463525,0.610439504954347
"plot.162","moraceae","naucleopsis_chiguila",1,"Tropical lower montane wet forest",45.0830776426776,0.353024305730748
"plot.162","fabaceae","erythrina_amazonica",3,"Tropical lower montane wet forest",43.4121862401232,0.920733080884731
"plot.162","achariaceae","carpotroche_brasiliensis",1,"Tropical lower montane wet forest",11.8236584705303,1.32249793585326
"plot.162","sapindaceae","serjania_rhombea",3,"Tropical lower montane wet forest",33.464762634925,0.720331819819345
"plot.162","pentaphylacaceae","ternstroemia_indet.1048",4,"Tropical lower montane wet forest",33.2773108251491,1.09282233634435
"plot.162","melastomataceae","axinaea_indet.2509",5,"Tropical lower montane wet forest",10.7357381949038,0.836130375848318
"plot.162","chrysobalanaceae","licania_arborea",1,"Tropical lower montane wet forest",22.7023975909073,0.676703855287254
"plot.162","meliaceae","guarea_gomma",1,"Tropical lower montane wet forest",54.8019766863051,0.893555647400387
"plot.162","urticaceae","pourouma_indet.4072",1,"Tropical lower montane wet forest",28.8478315619078,0.850542899252252
"plot.162","sabiaceae","meliosma_indet.371",1,"Tropical lower montane wet forest",8.98208240791374,1.04798134994495
"plot.162","meliaceae","guarea_glabra",15,"Tropical lower montane wet forest",30.7079421869697,1.03072315913919
"plot.162","piperaceae","piper_indet.3183",1,"Tropical lower montane wet forest",33.1659780470824,1.22940629102925
"plot.162","bignoniaceae","tanaecium_nocturnum",1,"Tropical lower montane wet forest",13.7236647420319,0.780015911692072
"plot.162","urticaceae","urera_caracasana",2,"Tropical lower montane wet forest",36.2618995345786,0.469071252276028
"plot.162","moraceae","clarisia_biflora",5,"Tropical lower montane wet forest",29.2876489675215,0.643866559678976
"plot.162","fabaceae","inga_stipulacea",2,"Tropical lower montane wet forest",31.7856047064135,0.657929858588664
"plot.162","sapotaceae","pouteria_caimito",1,"Tropical lower montane wet forest",34.9097244648686,0.607268476622566
"plot.162","ericaceae","satyria_warszewiczii",1,"Tropical lower montane wet forest",39.4546585124814,1.06336729453835
"plot.162","winteraceae","drimys_indet.2326",6,"Tropical lower montane wet forest",37.2945553987009,0.929254871048923
"plot.162","clusiaceae","symphonia_globulifera",4,"Tropical lower montane wet forest",54.5247975356214,0.446892038709549
"plot.68","melastomataceae","miconia_indet.6896",44,"Tropical moist forest",27.1112946571146,0.757099505884547
"plot.68","polygonaceae","muehlenbeckia_indet.6287",3,"Tropical moist forest",55.5074301822859,0.69158345338434
"plot.68","phytolaccaceae","seguiera_aculeata",12,"Tropical moist forest",21.8155094994485,NA
"plot.68","putranjivaceae","drypetes_indet.6454",1,"Tropical moist forest",36.7334000832353,1.23971560567454
"plot.68","araliaceae","schefflera_indet.4887",1,"Tropical moist forest",41.1335031357122,0.763080791954637
"plot.68","rubiaceae","psychotria_indet.4101",3,"Tropical moist forest",5.41871057367648,0.870390379517962
"plot.68","urticaceae","pourouma_scobina",2,"Tropical moist forest",13.1613410478977,1.0019309027191
"plot.68","myristicaceae","virola_sebifera",2,"Tropical moist forest",31.8059775005598,1.25261864585054
"plot.68","rubiaceae","pentagonia_gigantifolia",1,"Tropical moist forest",26.1731339685835,0.756088072890568
"plot.68","myristicaceae","virola_calophylla",9,"Tropical moist forest",15.9529836344171,1.47083376295637
"plot.68","melastomataceae","loreya_indet.4033",1,"Tropical moist forest",17.8473221147699,0.486633973028662
"plot.68","lecythidaceae","eschweilera_indet.5350",1,"Tropical moist forest",19.886844768567,1.13184638692811
"plot.68","sapotaceae","pouteria_cuspidata",1,"Tropical moist forest",42.7649331384391,NA
"plot.68","bignoniaceae","arrabidaea_chica",1,"Tropical moist forest",24.3133757851519,0.924022367714063
"plot.68","sapindaceae","allophylus_occidentalis",1,"Tropical moist forest",32.0311216773356,0.466362315718232
"plot.68","asteraceae","vernonia_baccharoides",1,"Tropical moist forest",47.694932040123,0.559278170294579
"plot.68","sapotaceae","pouteria_indet.479",1,"Tropical moist forest",42.9342286700727,0.301866751541128
"plot.68","araliaceae","oreopanax_indet.3726",1,"Tropical moist forest",44.7968560628436,0.89110786292326
"plot.68","styracaceae","styrax_ovatus",6,"Tropical moist forest",46.9179682811642,0.532048449215182
"plot.68","boraginaceae","cordia_indet.448",2,"Tropical moist forest",40.1654793588239,0.764858092577852
"plot.68","rubiaceae","psychotria_graciliflora",3,"Tropical moist forest",43.687759566423,1.09918075135249
"plot.68","fabaceae","dioclea_indet.4699",2,"Tropical moist forest",46.3503875946801,0.801107418247455
"plot.68","solanaceae","cestrum_indet.135",1,"Tropical moist forest",42.1668722060656,0.864007304474735
"plot.68","moraceae","ficus_caldasiana",1,"Tropical moist forest",35.0108068197307,0.808832058617097
"plot.68","fabaceae","acacia_indet.5627",1,"Tropical moist forest",18.2084708893916,0.437071317721607
"plot.68","anacardiaceae","toxicodendron_indet.1624",1,"Tropical moist forest",51.3738141847458,0.760933133688939
"plot.68","piperaceae","piper_indet.2287",1,"Tropical moist forest",28.808462313043,NA
"plot.68","malvaceae","quararibea_indet.6416",1,"Tropical moist forest",52.647470144158,0.969324279809461
"plot.68","moraceae","ficus_obtusifolia",1,"Tropical moist forest",45.4333418612862,0.83204503877668
"plot.68","apocynaceae","metalepis_cubensis",2,"Tropical moist forest",41.2327147190323,0.649930642571354
"plot.68","hydrangeaceae","hydrangea_indet.6788",1,"Tropical moist forest",67.388021202178,0.814516594160345
"plot.68","asteraceae","critoniopsis_occidentalis",2,"Tropical moist forest",73.4311199997856,0.737301991588174
"plot.68","opiliaceae","agonandra_spegazzini",1,"Tropical moist forest",31.7822320377783,0.761894057091349
"plot.68","celastraceae","prionostemma_aspera",1,"Tropical moist forest",28.2567843503209,0.924047980119546
"plot.68","melastomataceae","topobea_indet.1205",3,"Tropical moist forest",30.383427260466,0.4820991622531
"plot.68","meliaceae","guarea_caulobotrys",2,"Tropical moist forest",44.2472136529619,0.754478531663048
"plot.68","bignoniaceae","roentgenia_bracteomana",4,"Tropical moist forest",45.1452922653203,0.351922050004637
"plot.68","primulaceae","ardisia_indet.59",1,"Tropical moist forest",18.2510739484718,0.558690169808576
"plot.68","clethraceae","clethra_indet.6261",4,"Tropical moist forest",32.2053412883215,0.389921372115602
"plot.68","lauraceae","licaria_triandra",2,"Tropical moist forest",38.0392733607479,0.513810488757211
"plot.68","bignoniaceae","tynanthus_schumannianus",1,"Tropical moist forest",38.1161382826287,0.476545488661714
"plot.68","connaraceae","rourea_cuspidata",2,"Tropical moist forest",37.9087621877059,0.963537494469295
"plot.68","aquifoliaceae","ilex_indet.3723",1,"Tropical moist forest",44.6253264294692,1.14677608714228
"plot.68","bromeliaceae","pitcairnia_indet.4336",5,"Tropical moist forest",NA,NA
"plot.68","melastomataceae","miconia_indet.588",1,"Tropical moist forest",30.0154489039486,0.963450099658268
"plot.68","dilleniaceae","doliocarpus_indet.6208",1,"Tropical moist forest",60.6179478185802,0.978663399221758
"plot.68","urticaceae","cecropia_indet.6096",1,"Tropical moist forest",20.8799421314851,0.373900003382751
"plot.68","podocarpaceae","podocarpus_oleifolius",1,"Tropical moist forest",28.013183177384,1.10276421441256
"plot.68","betulaceae","carpinus_caroliniana",40,"Tropical moist forest",NA,0.956465753484187
"plot.68","lauraceae","aniba_firmula",1,"Tropical moist forest",NA,0.907745296249058
"plot.68","burseraceae","protium_indet.5108",2,"Tropical moist forest",NA,0.759204164563681
"plot.68","sapindaceae","billia_hippocastanum",6,"Tropical moist forest",55.2899735554183,0.594498323159263
"plot.68","sapindaceae","talisia_indet.6885",1,"Tropical moist forest",22.2508295153592,1.02826457881532
"plot.68","achatocarpaceae","achatocarpus_gracilis",6,"Tropical moist forest",35.2034208140539,1.34068555882379
"plot.68","amaranthaceae","pfaffia_paniculata",1,"Tropical moist forest",21.0743746023647,0.280010782782095
"plot.68","winteraceae","drimys_granadensis",1,"Tropical moist forest",22.2273349207451,0.845721788257503
"plot.68","fagaceae","quercus_costaricensis",24,"Tropical moist forest",55.1414181539868,0.801973353028208
"plot.68","sapotaceae","manilkara_indet.3368",1,"Tropical moist forest",19.4427489020788,0.639680854496887
"plot.68","fabaceae","inga_indet.3040",1,"Tropical moist forest",24.0644914472964,0.717338190640711
"plot.68","lauraceae","ocotea_discolor",1,"Tropical moist forest",26.6015913520736,1.01824365645107
"plot.68","fabaceae","bauhinia_guianensis",1,"Tropical moist forest",50.5644851116184,0.800486221625165
"plot.68","melastomataceae","miconia_indet.3069",1,"Tropical moist forest",34.4012846698979,0.753255894893686
"plot.68","fabaceae","myroxylon_peruiferum",2,"Tropical moist forest",NA,0.872500801646062
"plot.68","malpighiaceae","hiraea_indet.7",2,"Tropical moist forest",31.5276968525306,0.928387182904018
"plot.68","menispermaceae","curarea_toxicofera",1,"Tropical moist forest",17.0010810742943,0.816678443567897
"plot.68","sapotaceae","manilkara_indet.3512",1,"Tropical moist forest",25.0839806476536,1.1221635336352
"plot.68","euphorbiaceae","euphorbia_cestrifolia",2,"Tropical moist forest",31.6795055841931,0.872577004286014
"plot.68","rubiaceae","sabicea_indet.997",2,"Tropical moist forest",34.6161199024856,1.29396451130268
"plot.68","apocynaceae","forsteronia_subcordata",1,"Tropical moist forest",34.6425355803975,0.680228810133729
"plot.68","lecythidaceae","eschweilera_indet.425",1,"Tropical moist forest",19.5005086687282,0.925704824670053
"plot.68","putranjivaceae","drypetes_indet.5323",3,"Tropical moist forest",40.560629138907,0.735819359379209
"plot.68","elaeocarpaceae","sloanea_indet.5322",1,"Tropical moist forest",21.0116089072155,NA
"plot.68","burseraceae","protium_indet.5780",1,"Tropical moist forest",30.1105148955488,0.513372732789066
"plot.68","burseraceae","protium_indet.1978",2,"Tropical moist forest",55.3272361317495,0.426739736925852
"plot.68","linaceae","roucheria_laxiflora",6,"Tropical moist forest",28.2625557425677,0.895329413649667
"plot.68","malvaceae","theobroma_obovatum",2,"Tropical moist forest",50.3278187825819,0.594761829879966
"plot.68","fabaceae","machaerium_indet.5909",3,"Tropical moist forest",27.3687332953181,1.01574453474891
"plot.68","asteraceae","liabum_indet.5285",1,"Tropical moist forest",49.8425892561829,0.557995331309721
"plot.68","meliaceae","guarea_indet.4957",3,"Tropical moist forest",48.5648930931548,0.861880401032651
"plot.68","meliaceae","trichilia_quadrijuga",1,"Tropical moist forest",34.5892843899413,0.433819834381807
"plot.68","rubiaceae","hyperacanthus_indet.4671",1,"Tropical moist forest",19.1076046277264,0.569995972101208
"plot.68","aquifoliaceae","ilex_indet.5498",3,"Tropical moist forest",37.4123634439765,0.652082757709063
"plot.68","burseraceae","protium_fimbriatum",11,"Tropical moist forest",37.6816949379283,0.716639910916728
"plot.68","fabaceae","tachigali_bracteosum",2,"Tropical moist forest",20.2452409316506,0.899975625100256
"plot.68","combretaceae","buchenavia_indet.6206",1,"Tropical moist forest",28.5605081471873,0.917848451206722
"plot.68","cucurbitaceae","gurania_indet.6450",1,"Tropical moist forest",21.3126559930707,0.920770844738886
"plot.68","rubiaceae","psychotria_indet.3109",4,"Tropical moist forest",18.2324471392533,0.548073461849028
"plot.68","rutaceae","metrodorea_flavida",38,"Tropical moist forest",33.4336791352495,0.785936508130258
"plot.68","polygonaceae","triplaris_cumingiana",2,"Tropical moist forest",31.8626868966153,0.488029891884312
"plot.68","dicksoniaceae","dicksonia_sellowiana",8,"Tropical moist forest",22.2966214387695,0.854376602586872
"plot.68","myrtaceae","marlierea_indet.4489",3,"Tropical moist forest",26.667891173445,0.647652603060544
"plot.68","myrtaceae","eugenia_florida",1,"Tropical moist forest",41.6954991705186,0.471236536542305
"plot.68","bignoniaceae","cuspidaria_lateriflora",1,"Tropical moist forest",34.4441624884117,0.890732469378517
"plot.68","sapindaceae","billia_columbiana",12,"Tropical moist forest",57.8790790221979,0.632300974399688
"plot.68","phyllanthaceae","hieronyma_alchorneoides",2,"Tropical moist forest",21.240401990291,0.531005371144147
"plot.68","myristicaceae","compsoneura_sprucei",1,"Tropical moist forest",49.4945952534551,0.329599425333772
"plot.68","annonaceae","guatteria_indet.1540",1,"Tropical moist forest",16.8187500883998,0.99649186490976
"plot.68","bignoniaceae","arrabidaea_cinnamomea",4,"Tropical moist forest",39.7986414953842,0.60345725979215
"plot.68","urticaceae","coussapoa_villosa",1,"Tropical moist forest",34.1133416986596,0.630762880671506
"plot.68","ulmaceae","ampelocera_indet.6561",1,"Tropical moist forest",32.182164953654,1.50005891712588
"plot.68","malvaceae","quararibea_indet.3324",3,"Tropical moist forest",12.0856321252747,0.941467952789368
"plot.68","euphorbiaceae","alchornea_iricurana",1,"Tropical moist forest",15.1831285630109,0.424911102994512
"plot.68","burseraceae","protium_indet.1448",1,"Tropical moist forest",31.7081422627421,0.665205758688081
"plot.68","moraceae","perebea_indet.2964",1,"Tropical moist forest",73.684002539663,0.690327446984922
"plot.68","moraceae","ficus_tonduzii",2,"Tropical moist forest",30.5160691449926,0.331765545749448
"plot.68","fabaceae","macrolobium_angustifolium",1,"Tropical moist forest",68.2838023356175,0.724172926347683
"plot.68","rubiaceae","palicourea_lasiorrhachis",3,"Tropical moist forest",11.7431987821132,0.698931111573485
"plot.68","meliaceae","guarea_guidonia",1,"Tropical moist forest",15.8065609299635,0.210871812063939
"plot.68","gesneriaceae","nautilocalyx_indet.1086",2,"Tropical moist forest",31.3711469850362,1.01697109337659
"plot.68","burseraceae","protium_apiculatum",4,"Tropical moist forest",40.5202690361457,1.0018518642875
"plot.68","moraceae","sorocea_sprucei",4,"Tropical moist forest",40.1013354257943,0.935194286084065
"plot.68","meliaceae","guarea_pterorhachis",1,"Tropical moist forest",48.9833004006341,0.530925395371052
"plot.68","lauraceae","ocotea_helicterifolia",14,"Tropical moist forest",8.32466922018286,1.40770828710896
"plot.68","moraceae","naucleopsis_chiguila",1,"Tropical moist forest",51.2312745684334,0.552888128573411
"plot.68","rubiaceae","cinchona_indet.340",9,"Tropical moist forest",6.22449324907874,0.944966253935328
"plot.68","araliaceae","dendropanax_cuneatus",1,"Tropical moist forest",33.6863577958094,0.280725792790082
"plot.68","myrtaceae","eugenia_muricata",1,"Tropical moist forest",36.7534964840073,1.04281787534656
"plot.68","schlegeliaceae","schlegelia_dressleri",2,"Tropical moist forest",44.2144923205711,0.267876533867393
"plot.68","celastraceae","maytenus_magnifolia",1,"Tropical moist forest",26.1829279706313,1.1633609065141
"plot.68","piperaceae","piper_indet.5163",1,"Tropical moist forest",31.2800963663605,0.839389893246349
"plot.68","ericaceae","thibaudia_floribunda",1,"Tropical moist forest",48.0766592770938,0.400430952436678
"plot.68","clethraceae","clethra_indet.668",7,"Tropical moist forest",32.5600903780127,0.580729649553355
"plot.68","salicaceae","prockia_crucis",4,"Tropical moist forest",64.1397922744677,0.368183169046157
"plot.68","calophyllaceae","marila_geminata",1,"Tropical moist forest",49.9290400108475,0.808204326095124
"plot.68","chrysobalanaceae","licania_boliviensis",1,"Tropical moist forest",34.6402620550885,1.28811441430251
"plot.68","anacardiaceae","ochoterenaea_indet.1055",1,"Tropical moist forest",20.3541874361389,0.96969151320589
"plot.68","lecythidaceae","eschweilera_indet.1350",1,"Tropical moist forest",18.9416353584917,0.769470566100484
"plot.68","malvaceae","herrania_indet.525",1,"Tropical moist forest",50.6672182471617,0.78203354337522
"plot.68","meliaceae","trichilia_poeppigii",3,"Tropical moist forest",37.604149414989,0.455277135865929
"plot.68","fabaceae","acacia_praecox",3,"Tropical moist forest",33.1531507697207,0.578936283376203
"plot.68","ochnaceae","cespedesia_macrophylla",1,"Tropical moist forest",50.6783085405572,0.892940590482034
"plot.68","piperaceae","piper_indet.5415",6,"Tropical moist forest",30.8487580483236,0.806062664345066
"plot.68","meliaceae","ruagea_glabra",1,"Tropical moist forest",18.7860733374552,0.651723447075901
"plot.68","menispermaceae","abuta_grandifolia",1,"Tropical moist forest",24.4336884485167,0.804011769918672
"plot.68","moraceae","sorocea_trophoides",1,"Tropical moist forest",32.9783877530609,0.961923501393946
"plot.68","apocynaceae","hasseltia_floribunda",2,"Tropical moist forest",20.3728246459245,0.872698695377752
"plot.68","olacaceae","minquartia_guianensis",1,"Tropical moist forest",33.0690635865147,0.871859986337793
"plot.68","chrysobalanaceae","hirtella_schultesii",2,"Tropical moist forest",49.2725368764386,1.23989641673991
"plot.68","celastraceae","peritassa_calypsoides",2,"Tropical moist forest",6.76807264684112,0.383422301519363
"plot.68","bignoniaceae","phryganocydia_corymbosa",3,"Tropical moist forest",20.2111093660236,0.757765881863424
"plot.68","begoniaceae","begonia_indet.5985",1,"Tropical moist forest",25.0452766954928,0.595416793292889
"plot.68","fabaceae","inga_thibaudiana",1,"Tropical moist forest",34.7073103755383,0.813818009227924
"plot.68","bromeliaceae","pitcairnia_indet.249",2,"Tropical moist forest",23.8704052452008,1.1937658129912
"plot.68","burseraceae","protium_aracouchini",6,"Tropical moist forest",44.0003108471705,0.413303564448418
"plot.68","malvaceae","theobroma_speciosum",1,"Tropical moist forest",45.3442231058169,0.788004641653224
"plot.68","bignoniaceae","memora_indet.5672",2,"Tropical moist forest",22.4490314683572,0.703163116992534
"plot.68","piperaceae","piper_arboreum",1,"Tropical moist forest",34.8278373840498,0.875313488370423
"plot.68","sapindaceae","dilodendron_elegans",1,"Tropical moist forest",36.0355896360513,0.663571283077486
"plot.68","moraceae","ficus_tonduzii",1,"Tropical moist forest",17.9106984283794,0.802867068354095
"plot.68","salicaceae","casearia_commersoniana",1,"Tropical moist forest",25.3379716281988,1.42294550989507
"plot.68","melastomataceae","topobea_indet.4802",2,"Tropical moist forest",43.5955367523305,0.526729779446245
"plot.68","euphorbiaceae","mabea_eximia",1,"Tropical moist forest",48.8761478682638,0.555961096190717
"plot.68","fabaceae","diphysa_indet.2633",1,"Tropical moist forest",45.7220784509274,0.784699316446879
"plot.68","araliaceae","dendropanax_indet.600",1,"Tropical moist forest",17.5876634200031,0.504333207160826
"plot.68","rubiaceae","hoffmannia_indet.1231",3,"Tropical moist forest",NA,0.736627581666385
"plot.68","meliaceae","guarea_indet.1903",3,"Tropical moist forest",37.5538423256279,0.568073555904901
"plot.68","annonaceae","xylopia_sericea",1,"Tropical moist forest",23.7958993530948,0.563706072191252
"plot.68","bignoniaceae","cydista_lilacina",1,"Tropical moist forest",22.99964841801,0.479884381103939
"plot.68","bignoniaceae","macfadyena_unguis-cati",3,"Tropical moist forest",34.2692652494051,0.818433914766423
"plot.68","icacinaceae","calatola_indet.2030",1,"Tropical moist forest",34.0264845364559,0.413365269043619
"plot.68","rubiaceae","psychotria_indet.6782",11,"Tropical moist forest",7.03160899970615,0.488256067490149
"plot.68","escalloniaceae","escallonia_myrtilloides",1,"Tropical moist forest",NA,0.77439618263493
"plot.68","sapindaceae","paullinia_tenuifolia",2,"Tropical moist forest",35.3616891627702,0.496359545952286
"plot.68","rubiaceae","tarenna_spinosa",1,"Tropical moist forest",49.8661037428495,0.707942909637502
"plot.68","euphorbiaceae","sapium_indet.3563",1,"Tropical moist forest",21.2211650625247,0.603519048311555
"plot.68","celastraceae","celastrus_vulcanicola",3,"Tropical moist forest",7.79679363170538,0.453927351478656
"plot.68","moraceae","clarisia_biflora",1,"Tropical moist forest",42.9433924586567,0.756667594892421
"plot.68","clethraceae","clethra_indet.6891",2,"Tropical moist forest",24.4296112660707,1.00066239820978
"plot.68","dilleniaceae","davilla_indet.4383",1,"Tropical moist forest",23.1468234363912,0.959988601336684
"plot.68","violaceae","rinorea_indet.1405",13,"Tropical moist forest",9.53829731231837,0.809458241442737
"plot.68","sapindaceae","cupania_indet.206",1,"Tropical moist forest",31.0996227965333,0.536601425043595
"plot.68","polygonaceae","coccoloba_indet.130",1,"Tropical moist forest",20.02423517184,0.242818619304756
"plot.68","boraginaceae","cordia_porcata",6,"Tropical moist forest",35.4529925570413,0.694135889862513
"plot.68","actinidiaceae","saurauia_indet.373",1,"Tropical moist forest",23.0447641097004,0.914531656481946
"plot.68","sapindaceae","paullinia_faginea",1,"Tropical moist forest",32.3077417446305,1.06761746937817
"plot.68","primulaceae","ardisia_pleurobotrya",1,"Tropical moist forest",42.1770713041869,0.520801116403473
"plot.68","siparunaceae","siparuna_surinamensis",1,"Tropical moist forest",31.1214963997069,1.21198706873692
"plot.68","salicaceae","casearia_tacanensis",1,"Tropical moist forest",19.3513673091597,0.380597206224407
"plot.68","myristicaceae","otoba_parvifolia",2,"Tropical moist forest",23.452577449602,NA
"plot.68","bignoniaceae","stizophyllum_riparium",1,"Tropical moist forest",5.34035947419119,0.715926702200102
"plot.68","meliaceae","ruagea_glabra",3,"Tropical moist forest",37.6006881629579,0.595038111178586
"plot.68","salicaceae","casearia_indet.3045",2,"Tropical moist forest",25.239103046011,0.887453534787536
"plot.68","melastomataceae","tococa_indet.4594",2,"Tropical moist forest",35.8114945929642,0.452406890707918
"plot.68","fabaceae","lonchocarpus_indet.2653",2,"Tropical moist forest",26.0708030261829,0.542366030183529
"plot.68","lauraceae","ocotea_aciphylla",1,"Tropical moist forest",50.2231589056536,0.745902674074155
"plot.68","clusiaceae","clusia_indet.4904",2,"Tropical moist forest",26.6707521503359,0.668512103206652
"plot.68","lauraceae","ocotea_odorifera",1,"Tropical moist forest",41.5559448263374,1.32048996375007
"plot.68","dilleniaceae","tetracera_indet.2218",2,"Tropical moist forest",23.9126697518119,0.495210729571754
"plot.68","rubiaceae","hoffmannia_indet.6779",4,"Tropical moist forest",56.7327264910043,0.649008616786352
"plot.68","apocynaceae","plumeria_indet.2814",1,"Tropical moist forest",53.148931096505,1.03734223887841
"plot.68","aquifoliaceae","ilex_lamprophylla",4,"Tropical moist forest",NA,0.563223901795899
"plot.68","meliaceae","trichilia_indet.1367",1,"Tropical moist forest",57.2424852101042,0.813382500113216
"plot.68","violaceae","hybanthus_mexicanus",1,"Tropical moist forest",33.101998255016,0.657480041095219
"plot.68","vochysiaceae","vochysia_indet.3838",1,"Tropical moist forest",20.9951212125048,0.421515739284232
"plot.68","bignoniaceae","tabebuia_impetiginosa",1,"Tropical moist forest",31.657654513589,1.01776001454151
"plot.68","burseraceae","protium_indet.1269",1,"Tropical moist forest",36.7512886121252,1.10227918955292
"plot.68","meliaceae","trichilia_casaretti",1,"Tropical moist forest",11.4052390966534,1.16098337558483
"plot.68","hernandiaceae","hernandia_stenura",2,"Tropical moist forest",19.6156930425808,1.25907742272914
"plot.68","rutaceae","citrus_aurantiaca",1,"Tropical moist forest",30.2807671924001,0.514309677875149
"plot.68","moraceae","clarisia_racemosa",2,"Tropical moist forest",29.3884321482031,NA
"plot.68","lauraceae","ocotea_indet.2578",6,"Tropical moist forest",16.9081938637447,0.893295533849705
"plot.68","sapotaceae","pouteria_indet.5764",1,"Tropical moist forest",19.8798726890479,1.02783343688432
"plot.68","rubiaceae","posoqueria_maxima",8,"Tropical moist forest",12.9922839411907,0.620426129415916
"plot.68","burseraceae","bursera_indet.2342",1,"Tropical moist forest",24.0186437162652,0.706108148471056
"plot.68","boraginaceae","cordia_indet.3390",1,"Tropical moist forest",34.5417977839882,1.14166765310361
